strategy,family,config_id,params_json,AAPL_total_return,AAPL_sharpe,AAPL_max_drawdown,AAPL_win_rate,AAPL_profit_factor,AAPL_trades,AAPL_ml_prediction_coverage,AAPL_sharpe_delta,AAPL_pf_improved,AAPL_sharpe_improved,TSLA_total_return,TSLA_sharpe,TSLA_max_drawdown,TSLA_win_rate,TSLA_profit_factor,TSLA_trades,TSLA_ml_prediction_coverage,TSLA_sharpe_delta,TSLA_pf_improved,TSLA_sharpe_improved,NVDA_total_return,NVDA_sharpe,NVDA_max_drawdown,NVDA_win_rate,NVDA_profit_factor,NVDA_trades,NVDA_ml_prediction_coverage,NVDA_sharpe_delta,NVDA_pf_improved,NVDA_sharpe_improved,CBA_AX_total_return,CBA_AX_sharpe,CBA_AX_max_drawdown,CBA_AX_win_rate,CBA_AX_profit_factor,CBA_AX_trades,CBA_AX_ml_prediction_coverage,CBA_AX_sharpe_delta,CBA_AX_pf_improved,CBA_AX_sharpe_improved,mean_sharpe,median_sharpe,pooled_profit_factor,sharpe_improved_n,pf_improved_n,both_improved_n,zero_trade_n,window_id
ML Classifier,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083529018834633,6.354990647846559,-0.0020594900575553,0.6,4.0466656956076745,20,1.0,0.6545675958034298,True,True,-0.0114439792264027,-5.139504350440499,-0.0145274631685583,0.2592592592592592,0.4717576489696526,27,1.0,-0.20109315808505812,False,False,0.0037394126204757,2.6622022601167097,-0.0042146157244316,0.5882352941176471,1.499728844783578,17,1.0,0.0,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.49957222935615714,0.39140131000928424,0.9653214231468947,1,1,1,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0073840371474758,5.70042305204313,-0.0020594900575553,0.5789473684210527,3.6953103264396168,19,1.0,0.0,False,False,-0.01101115414969,-4.938411192355441,-0.014095988151069,0.2592592592592592,0.4918582077094904,27,1.0,0.0,False,False,0.0037394126204757,2.6622022601167097,-0.0042146157244316,0.5882352941176471,1.499728844783578,17,1.0,0.0,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.3862036199265642,0.39140131000928424,0.9508919505154113,0,0,0,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083036874406308,6.285973535459839,-0.0020594900575552,0.5789473684210527,4.028831021943887,19,1.0,0.5855504834167098,True,True,-0.01101115414969,-4.938411192355441,-0.014095988151069,0.2592592592592592,0.4918582077094904,27,1.0,0.0,False,False,0.0037394126204757,2.6622022601167097,-0.0042146157244316,0.5882352941176471,1.499728844783578,17,1.0,0.0,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.5325912407807416,0.39140131000928424,0.9756540032530858,1,1,1,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083529018834633,6.354990647846559,-0.0020594900575553,0.6,4.0466656956076745,20,1.0,0.6545675958034298,True,True,-0.0114860742596651,-5.145176145926985,-0.0145694268998445,0.2592592592592592,0.4573211689125046,27,1.0,-0.20676495357154412,False,False,0.0038977695373461,2.780261526975337,-0.0042141187097201,0.5294117647058824,1.5780021679458218,17,1.0,0.11805926685862733,True,True,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.5276690971991924,0.4504309434385979,0.9673639171580619,2,2,2,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0073840371474758,5.70042305204313,-0.0020594900575553,0.5789473684210527,3.6953103264396168,19,1.0,0.0,False,False,-0.0110532676136586,-4.9446061476178285,-0.0141379702555728,0.2592592592592592,0.477892188841326,27,1.0,-0.006194955262387225,False,False,0.0038977695373461,2.780261526975337,-0.0042141187097201,0.5294117647058824,1.5780021679458218,17,1.0,0.11805926685862733,True,True,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.41416969782562424,0.4504309434385979,0.9524358499034544,1,1,1,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083036874406308,6.285973535459839,-0.0020594900575552,0.5789473684210527,4.028831021943887,19,1.0,0.5855504834167098,True,True,-0.0110532676136586,-4.9446061476178285,-0.0141379702555728,0.2592592592592592,0.477892188841326,27,1.0,-0.006194955262387225,False,False,0.0038977695373461,2.780261526975337,-0.0042141187097201,0.5294117647058824,1.5780021679458218,17,1.0,0.11805926685862733,True,True,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.5605573186798019,0.4504309434385979,0.9780518475731423,2,2,2,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083529018834633,6.354990647846559,-0.0020594900575553,0.6,4.0466656956076745,20,1.0,0.6545675958034298,True,True,-0.0112243806719271,-5.073569433852225,-0.0143085495814513,0.28,0.4826200998584159,25,1.0,-0.13515824149678402,False,False,0.0034769646869063,2.4821883643342715,-0.0042146157244316,0.5882352941176471,1.432065910627632,17,1.0,-0.1800138957824382,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.4710524845576161,0.30139436211806514,0.9647324996107786,1,1,1,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0073840371474758,5.70042305204313,-0.0020594900575553,0.5789473684210527,3.6953103264396168,19,1.0,0.0,False,False,-0.0107914594471361,-4.87119842155681,-0.013876978715787,0.28,0.5026866415250671,25,1.0,0.06721277079863164,True,True,0.0034769646869063,2.4821883643342715,-0.0042146157244316,0.5882352941176471,1.432065910627632,17,1.0,-0.1800138957824382,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.35800333868061257,0.30139436211806514,0.95053262872432,1,1,1,0,evaluation_middle_third
ML Classifier,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.55,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":""Random Forest"",""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":0.45,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0083036874406308,6.285973535459839,-0.0020594900575552,0.5789473684210527,4.028831021943887,19,1.0,0.5855504834167098,True,True,-0.0107914594471361,-4.87119842155681,-0.013876978715787,0.28,0.5026866415250671,25,1.0,0.06721277079863164,True,True,0.0034769646869063,2.4821883643342715,-0.0042146157244316,0.5882352941176471,1.432065910627632,17,1.0,-0.1800138957824382,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.50439095953479,0.30139436211806514,0.974904624734915,2,2,2,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Logistic Regression"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0178275441274502,9.455992942564263,-0.004510069124747,0.6470588235294118,3.935006876982998,17,1.0,3.5084138685925543,True,True,-0.0070494838891199,-2.448622624553692,-0.0139356004734544,0.4666666666666667,0.6967192665927879,15,1.0,0.7277092741934679,True,True,-0.0029914722399826,-1.008596013584696,-0.0089037104875044,0.4761904761904761,0.8333130151119227,21,1.0,0.33169917365557455,True,True,0.0010709765636649,1.0286550476888,-0.003669733635197,0.5,1.2791030244662722,10,1.0,-0.37190730667683103,False,False,1.7568573380286687,0.010029517052051906,1.1733309109198846,3,3,3,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Logistic Regression"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0072552058284043,5.947579073971709,-0.0020235181413602,0.7142857142857143,3.446678847751406,14,1.0,0.0,False,False,-0.0075630597670479,-3.17633189874716,-0.0128159431180784,0.4285714285714285,0.6420115754682926,14,1.0,0.0,False,False,-0.0024318120181511,-1.3402951872402706,-0.0071220319096662,0.5882352941176471,0.7820088238676861,17,1.0,0.0,False,False,0.0012948560141778,1.400562354365631,-0.0033665459262993,0.5,1.4434686545986302,8,1.0,0.0,False,False,0.7078785855874773,0.030133583562680144,0.9621453118366362,0,0,0,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_logistic_regression_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Logistic Regression"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0031919395721433,4.1557299427978815,-0.0012015231941111,0.8571428571428571,5.033658708186508,7,1.0,-1.7918491311738274,True,False,-0.0055808044163823,-2.7545561383394728,-0.0116477679034043,0.4444444444444444,0.666398417738655,9,1.0,0.4217757604076873,True,True,-0.0009889262009217,-0.6886479723519642,-0.0072938820660762,0.6363636363636364,0.8652757952055675,11,1.0,0.6516472148883065,True,True,0.0013663660251672,1.8118358461323252,-0.002473777933475,0.5,1.778829871626349,6,1.0,0.41127349176669425,True,True,0.6310904195596925,0.5615939368901806,0.9244252351661265,3,4,3,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_random_forest_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""Random Forest"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0145609022169879,9.501246139407227,-0.0021127937482605,0.7333333333333333,14.077897347106958,15,1.0,3.8008230873640976,True,True,-0.0157086660161758,-6.242785830611671,-0.01760205203586,0.3823529411764705,0.4424716757869618,34,1.0,-1.3043746382562293,False,False,0.0025654749571186,1.4740924258467596,-0.006028715933371,0.6875,1.3462475679020762,16,1.0,-1.18810983426995,False,False,-0.0013664895053737,-1.18979922338051,-0.0057930594787179,0.3636363636363636,0.7579693984237527,11,1.0,0.6896004167176313,True,True,0.8856883778154515,0.14214660123312484,1.001209648398839,2,2,2,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_random_forest_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""Random Forest"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0073840371474758,5.70042305204313,-0.0020594900575553,0.5789473684210527,3.6953103264396168,19,1.0,0.0,False,False,-0.01101115414969,-4.938411192355441,-0.014095988151069,0.2592592592592592,0.4918582077094904,27,1.0,0.0,False,False,0.0037394126204757,2.6622022601167097,-0.0042146157244316,0.5882352941176471,1.499728844783578,17,1.0,0.0,False,False,-0.0019362388038932,-1.8793996400981412,-0.005049091086578,0.4444444444444444,0.6311580309380765,9,1.0,0.0,False,False,0.3862036199265642,0.39140131000928424,0.9508919505154113,0,0,0,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_random_forest_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""Random Forest"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0020022475217593,3.159649431286592,-0.002053022882558,0.4285714285714285,2.441707850568529,7,1.0,-2.5407736207565375,False,False,-0.0054635632233518,-3.0017704668350818,-0.0078381744660134,0.2307692307692307,0.5811178356865135,13,1.0,1.9366407255203595,True,True,-0.0001083960763355,-0.0890090513473036,-0.0037953633678623,0.5555555555555556,0.9785612597366266,9,1.0,-2.7512113114640133,False,False,0.0011963051466634,2.2202059338694897,-0.0014705157232463,0.75,2.378721664069349,4,1.0,4.099605573967631,True,True,0.5722689617434241,1.065598441261093,0.8834037801039444,2,2,2,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_xgboost_b0.52_s0.40,"{""buy_threshold"":0.52,""model"":""XGBoost"",""sell_threshold"":0.4,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0178726268295001,10.762068430422476,-0.0029099716942759,0.6538461538461539,5.961402334065351,26,1.0,2.5858276648838423,True,True,-0.0190062396929053,-7.416754381002933,-0.0203421564716648,0.3783783783783784,0.3487390368540786,37,1.0,-1.5929520708528289,False,False,0.0001053757677864,0.065406200449838,-0.0074070966038709,0.6129032258064516,1.0078884775540242,31,1.0,1.0394101195308945,True,True,-0.0019010531822211,-1.4912230190043658,-0.0072348653997268,0.5,0.7772305012142363,24,1.0,-3.839657669607823,False,False,0.4798743077162536,-0.712908409277264,0.9464265272393637,2,2,2,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_xgboost_b0.55_s0.45,"{""buy_threshold"":0.55,""model"":""XGBoost"",""sell_threshold"":0.45,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0111961923018375,8.176240765538633,-0.0031122472369353,0.7777777777777778,3.716190398674973,27,1.0,0.0,False,False,-0.0133061247908482,-5.823802310150104,-0.0149768803579865,0.3076923076923077,0.4419970406217283,39,1.0,0.0,False,False,-0.0015031354492616,-0.9740039190810564,-0.006566313697198,0.4615384615384615,0.8651902668446023,26,1.0,0.0,False,False,0.0020884542685826,2.348434650603457,-0.0021566966685417,0.48,1.5058470755665296,25,1.0,0.0,False,False,0.9317172967277324,0.6872153657612003,0.9647461064837822,0,0,0,0,evaluation_middle_third
ML Classifier,ml_threshold,ml_xgboost_b0.60_s0.48,"{""buy_threshold"":0.6,""model"":""XGBoost"",""sell_threshold"":0.48,""stop_loss_mult"":1.5,""take_profit_mult"":3.0}",0.0067051508238489,5.964132161007979,-0.0018906795354676,0.625,4.104857391652319,24,1.0,-2.2121086045306546,True,False,-0.0001636767644075,-0.0883146737688884,-0.005166168808555,0.4285714285714285,0.9808110697250708,14,1.0,5.735487636381216,True,True,-0.001931801545413,-1.3820180688625052,-0.0056735243388162,0.4444444444444444,0.8056908213287014,18,1.0,-0.4080141497814488,False,False,0.0035192641687609,4.648132917289451,-0.001243167149975,0.5333333333333333,2.551004403650474,15,1.0,2.299698266685994,True,True,2.285483083916509,2.2799091217602814,1.3549717504795151,2,3,2,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0072547461734022,6.929246297288859,-0.0014349506245674,0.7272727272727273,6.100780384280742,11,1.0,-0.002574623276832888,True,False,-0.0026117156844577,-2.042898495968384,-0.0063962687583518,0.375,0.6400330271529058,8,1.0,-0.05393116764362693,True,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.0035598138129471,4.327345183750887,-0.0020870403020597,0.375,3.551191175634289,8,1.0,-0.27748486399955397,False,False,1.2186402149389222,1.1422233438912515,0.9397323059681456,0,2,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1.5_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0072547461734022,6.929246297288859,-0.0014349506245674,0.7272727272727273,6.100780384280742,11,1.0,-0.002574623276832888,True,False,-0.0026117156844577,-2.042898495968384,-0.0063962687583518,0.375,0.6400330271529058,8,1.0,-0.05393116764362693,True,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.0035598138129471,4.327345183750887,-0.0020870403020597,0.375,3.551191175634289,8,1.0,-0.27748486399955397,False,False,1.2186402149389222,1.1422233438912515,0.9397323059681456,0,2,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl1_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl2_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0072547461734022,6.929246297288859,-0.0014349506245674,0.7272727272727273,6.100780384280742,11,1.0,-0.002574623276832888,True,False,-0.0026117156844577,-2.042898495968384,-0.0063962687583518,0.375,0.6400330271529058,8,1.0,-0.05393116764362693,True,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.0035598138129471,4.327345183750887,-0.0020870403020597,0.375,3.551191175634289,8,1.0,-0.27748486399955397,False,False,1.2186402149389222,1.1422233438912515,0.9397323059681456,0,2,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl2_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Mini TradingAgents,adaptive_risk,risk_sl2_tp4,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":2.0,""take_profit_mult"":4.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.007263996683213,6.931820920565692,-0.0014349506245674,0.6363636363636364,4.833550104422359,11,1.0,0.0,False,False,-0.0025501112078076,-1.9889673283247569,-0.0063962687583519,0.4285714285714285,0.5332728804291835,7,1.0,0.0,False,False,-0.0096843848877068,-4.339132125315674,-0.0112210291240369,0.3125,0.3325532477124642,16,1.0,0.0,False,False,0.003878193421358,4.604830047750441,-0.0020870403020597,0.2857142857142857,3.7785791778615296,7,1.0,0.0,False,False,1.3021378786689255,1.307931359712842,0.9530473917509062,0,0,0,0,evaluation_middle_third
Multi-factor model,adaptive_risk,risk_sl1.5_tp2,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":2.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0118164345978082,8.166809333850727,-0.0027443898819827,0.6,4.316613810877601,20,1.0,0.1735751648701802,True,True,0.0020165351884129,1.0850733498694054,-0.0071072141403157,0.5882352941176471,1.228304179518275,17,1.0,-0.8037740940008653,False,False,-0.0032021266268797,-1.268919195146678,-0.0086051403910696,0.35,0.7588463541575466,20,1.0,0.22059360107414405,True,True,0.0003708457514941,0.3426009659047854,-0.0029583163861849,0.2941176470588235,1.0693453197648173,17,1.0,-0.5160904044685267,False,False,2.08139111361956,0.7138371578870955,1.354645523000456,2,2,2,0,evaluation_middle_third
Multi-factor model,adaptive_risk,risk_sl1.5_tp3,"{""buy_threshold"":0.35,""factor_weight"":0.35,""flow_weight"":0.25,""mean_reversion_weight"":0.35,""model"":null,""momentum_weight"":0.4,""news_weight"":0.15,""risk_weight"":0.15,""sell_threshold"":-0.35,""stop_loss_mult"":1.5,""take_profit_mult"":3.0,""technical_weight"":0.35,""volatility_weight"":0.35}",0.0115612078950824,7.993234168980547,-0.0027443898819827,0.55,4.028022441906444,20,1.0,0.0,False,False,0.0035643110103216,1.8888474438702707,-0.0071072141403156,0.625,1.5056998119513207,16,1.0,0.0,False,False,-0.0037724939499044,-1.489512796220822,-0.0086051403910696,0.35,0.7158398500837424,20,1.0,0.0,False,False,0.0009658884975873,0.8586913703733121,-0.0029583163861849,0.2352941176470588,1.1759218430278784,17,1.0,0.0,False,False,2.3128150467508273,1.3737694071217914,1.4157198237661985,0,0,0,0,evaluation_middle_third
